Model,vehicule,totalDistanceKm,nbTrips,territoire,heure_debut,heure_fin,carnetEntryIndex,moment,meteo_ensoleille,meteo_nuageux,meteo_pluvieux,meteo_venteux,meteo_neigeux,meteo_brouillard,meteo_autre,motif,avantage_aucun,avantage_agilite,avantage_confort,avantage_observation,avantage_fierté,avantage_reactions,avantage_bien_etre,avantage_autre,difficulte_aucune,difficulte_visibilite,difficulte_amenagement,difficulte_stationnement,difficulte_vehicule,difficulte_comportement,difficulte_autre,difficultes_details,point_noir_1,point_noir_2,bilan,commentaires,point_noir_1_lon,point_noir_1_lat,mode_domicile_travail,mode_domicile_etudes,mode_domicile_loisirs,edits
La Bagnole,La Bagnole,10.85852255549816,4,CC Briançon,20:00,22:30,1499,,0,0,1,0,0,0,,,0,1,0,0,0,0,0,,0,1,0,0,0,0,,,Montée à puy saint André,,Très positif,"Faible éclairage du bas côté 
Mauvaise visibilité sur les marches arrière 
Manque une 3e et 4e place",,,,,,{}
,WEEZ,,1,CC Briançon,06:00,19:00,1500,,0,1,0,0,0,0,,se rendre à des réunions,0,1,1,0,0,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,06:45,18:30,1501,,1,0,0,0,0,0,,se rendre à des réunions,0,0,1,0,1,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,07:00,18:30,1502,,0,1,0,0,0,0,,Trajet travail,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,06:30,18:00,1503,,1,0,0,0,0,0,,se rendre à des réunions,0,0,1,0,1,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,10:00,15:00,1504,,1,0,0,0,0,0,,Loisirs,0,1,1,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
,WEEZ,,1,CC Briançon,06:30,18:00,1505,,1,0,0,0,0,0,,Travail,0,0,1,0,1,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,07:00,18:00,1506,,1,0,0,0,0,0,,se rendre à des réunions,0,0,1,0,1,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,08:00,18:30,1507,,0,1,0,0,0,0,,se rendre à des réunions,0,0,1,0,0,0,1,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,08:00,18:30,1508,,0,1,0,0,0,0,,se rendre à des réunions,0,1,1,0,0,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,06:30,18:00,1509,,1,0,0,0,0,0,,travail,0,1,0,0,1,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,06:30,18:00,1510,,1,0,0,0,0,0,,se rendre à des réunions,0,0,0,1,0,1,0,,1,1,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,06:30,15:00,1511,,1,0,0,0,0,0,,travail,0,1,0,1,0,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,06:30,18:00,1512,,1,0,0,0,0,0,,travail+ courses,0,0,1,1,0,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,06:30,14:00,1513,,1,0,0,0,0,0,,se rendre à des réunions,0,1,1,0,0,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,06:30,15:00,1514,,1,0,0,0,0,0,,travail,0,1,1,0,0,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,06:30,18:00,1515,,1,0,0,0,0,0,,travail,0,1,1,0,0,0,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
,WEEZ,,1,CC Briançon,06:30,15:00,1516,,1,0,0,0,0,0,,se rendre à des réunions,0,1,0,0,0,1,0,,1,0,0,0,0,0,,,,,Très positif,,,,,,,{}
Galibot,Galibot,48.99598933053439,1,CC 7 Vallées,13:30,16:30,1517,,1,0,0,0,0,0,,transport du matériel ,0,0,1,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,7.176796854406729,2,CC 7 Vallées,10:00,10:22,1518,,1,0,0,0,0,0,,Contrôle de postes,0,0,0,0,1,1,0,,1,0,0,0,0,0,,,,,Positif,Manque de pare-soleil,,,,,,{}
Galibot,Galibot,12.17681998055217,1,CC 7 Vallées,11:15,11:26,1519,,1,0,0,0,0,0,,Travaux sur armoire électrique,0,0,1,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,13:40,14:00,1520,,0,1,0,0,0,0,,Travaux sur armoire électrique,0,0,1,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,10.132445859495085,3,CC 7 Vallées,11:30,12:20,1521,,0,1,0,0,0,0,,Contrôle de postes,0,0,0,0,0,0,1,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,9.572418717298449,3,CC 7 Vallées,09:20,12:00,1522,,0,1,0,0,0,0,,Travaux sur armoire électrique,0,0,1,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,8.141068193356368,4,CC 7 Vallées,14:21,16:00,1523,,0,1,0,0,0,0,,Travaux sur armoire électrique,0,0,1,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,13.795141145387486,2,CC 7 Vallées,11:00,11:20,1524,,1,0,0,0,0,0,,se rendre à des réunions,0,0,0,0,0,0,0,Pratique et esthétique,0,0,0,0,0,0,"Pas de direction assisté, clé portière compliqué",,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,08:25,08:33,1525,,0,1,0,0,0,0,,se rendre à des réunions,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,13:37,13:49,1526,,1,0,0,0,0,0,,se rendre à des réunions,0,0,0,0,0,0,0,Pratique et esthétique,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,10:17,10:30,1527,,1,0,0,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,0,0,0,0,1,0,Puissance moteur dans les montées,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,10:45,11:00,1528,,1,0,0,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,0,0,0,0,0,0,Puissance moteur dans les montées,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,11:06,11:17,1529,,1,0,0,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,13.483136516398107,2,CC 7 Vallées,11:50,12:13,1530,,1,0,0,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,17.454609535027274,3,CC 7 Vallées,14:01,16:00,1531,,1,0,0,0,0,0,,transport du matériel ,0,0,0,0,0,0,0,Donne envie de passer le permis,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,7.394644432654651,1,CC 7 Vallées,09:30,09:48,1532,,1,0,0,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,11:28,11:37,1533,,1,0,0,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,11.026706337211323,1,CC 7 Vallées,13:30,13:45,1534,,1,0,0,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,0.7176253160304478,1,CC 7 Vallées,16:00,16:18,1535,,1,0,0,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,09:11,09:20,1536,,1,0,0,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,09:35,09:43,1537,,1,0,0,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,11:00,11:10,1538,,0,1,0,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,11:22,11:35,1539,,0,1,0,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,4.792988423110309,2,CC 7 Vallées,09:43,11:15,1540,,0,0,1,0,0,0,,transport du matériel ,1,0,0,0,0,0,0,,0,0,0,0,0,0,Manque protection au-dessus du coffre,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,08:36,08:47,1541,,0,0,1,0,0,0,,se rendre à des réunions,1,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,11.813779909795791,4,CC 7 Vallées,09:30,11:15,1542,,0,1,1,0,0,0,,Tournage vidéo promotionnelle,0,0,0,0,1,0,0,,0,0,0,0,0,0,Rayon de braquage limité,,,,Positif,"Pas d'indicateurs de charge lorsque le véhicule est branché.
Difficulté à ouvrir et fermer les fenêtres.",,,,,,{}
Galibot,Galibot,12.386322413386305,1,CC 7 Vallées,13:50,14:20,1543,,0,1,0,0,0,0,,transport du matériel ,0,1,0,0,0,0,0,,0,0,0,0,1,0,,,,,Positif,"Problème avec le véhicule : au moment du départ de Campagne, le véhicule s'est mis en position point mort automatiquement 4 fois sur 1 km.",,,,,,{}
Galibot,Galibot,14.346001246160576,1,CC 7 Vallées,15:08,15:35,1544,,0,1,0,0,0,0,,transport du matériel ,0,0,0,1,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,17.816305045086263,1,CC 7 Vallées,09:30,10:10,1545,,0,1,0,0,0,0,,Contrôle de postes,0,0,0,0,0,0,1,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,10:24,11:09,1546,,1,0,0,0,0,0,,Travaux sur armoire électrique,0,0,1,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,25.471989501588006,1,CC 7 Vallées,13:30,14:00,1547,,1,0,0,0,0,0,,transport du matériel ,0,0,0,0,0,0,1,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Galibot,,1,CC 7 Vallées,14:34,15:00,1548,,1,0,0,0,0,0,,transport du matériel ,0,0,0,0,0,0,1,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,2.1897359201538937,1,CC 7 Vallées,09:00,09:15,1549,,1,0,0,0,0,0,,Récupération d'un autre véhicule,0,0,1,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
Galibot,Galibot,2.977952282457958,1,CC 7 Vallées,11:35,11:50,1550,,1,0,0,0,0,0,,R,0,0,1,0,0,0,0,,1,0,0,0,0,0,,,,,Positif,,,,,,,{}
,Maillon Mobility,,1,CA du Grand Avignon,09:00,16:00,1551,,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,{}
Maillon Mobility,Maillon Mobility,22.55067785550131,4,CA du Grand Avignon,11:00,15:00,1552,,1,0,0,0,0,0,0,,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,{}
Maillon Mobility,Maillon Mobility,19.701955277284284,4,CA du Grand Avignon,14:30,17:00,1553,,1,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,{}
,Karbikes,,1,CA du Grand Avignon,11:00,14:30,1554,,1,0,0,0,0,0,0,,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,{}
Karbikes,Karbikes,19.185194397068106,1,CA du Grand Avignon,12:30,14:30,1555,,1,0,0,0,0,0,0,,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,{}
,Karbikes,,1,CA du Grand Avignon,11:00,16:00,1556,,0,1,0,0,0,0,0,,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,{}
Karbikes,Karbikes,19.812493879579627,4,CA du Grand Avignon,11:30,15:00,1557,,1,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,{}
Maillon Mobility,Maillon Mobility,22.787426395296976,6,CA du Grand Avignon,12:00,16:45,1558,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,{}
Maillon Mobility,Maillon Mobility,16.9702020106082,4,CA du Grand Avignon,17:00,21:00,1559,,1,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,{}
,Karbikes,,1,CA du Grand Avignon,14:00,16:30,1560,,1,0,0,0,0,0,0,,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,{}
,Maillon Mobility,,1,CA du Grand Avignon,09:00,11:00,1561,,1,1,0,0,0,0,0,,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,{}
Karbikes,Karbikes,19.741560493333562,4,CA du Grand Avignon,11:00,16:00,1562,,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,{}
,Maillon Mobility,,1,CA du Grand Avignon,14:30,16:00,1563,,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,{}
,Maillon Mobility,,1,CA du Grand Avignon,09:30,12:30,1564,,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,{}
Karbikes,Karbikes,18.148522696544152,2,CA du Grand Avignon,09:45,11:45,1565,,1,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,{}
Karbikes,Karbikes,32.53389798683913,4,CA du Grand Avignon,11:45,16:45,1566,,1,0,0,0,0,0,0,,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,{}
,Maillon Mobility,,1,CA du Grand Avignon,14:00,16:30,1567,,1,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,{}
Maillon Mobility,Maillon Mobility,23.17444745787201,2,CA du Grand Avignon,11:00,14:00,1568,,1,0,0,0,0,0,0,,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,{}
Maillon Mobility,Maillon Mobility,24.315463876652032,1,CA du Grand Avignon,09:30,14:00,1569,,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,{}
Karbikes,Karbikes,30.7816888407011,3,CA du Grand Avignon,11:00,14:30,1570,,1,0,0,1,0,0,0,,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,{}
Karbikes,Karbikes,32.31028366445866,3,CA du Grand Avignon,10:30,14:30,1571,,1,0,0,0,0,0,0,,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,{}
Karbikes,Karbikes,19.258318658082654,1,CA du Grand Avignon,10:00,11:30,1572,,1,0,0,0,0,0,0,,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,{}
Maillon Mobility,Maillon Mobility,21.775447277095356,4,CA du Grand Avignon,10:30,15:30,1573,,1,0,0,0,0,0,0,,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,{}
Maillon Mobility,Maillon Mobility,19.123924378958524,3,CA du Grand Avignon,10:00,14:00,1574,,0,1,1,1,0,0,0,,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,{}
Maillon Mobility,Maillon Mobility,16.26465284069321,3,CA du Grand Avignon,15:00,17:00,1575,,1,0,0,0,0,0,0,,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,{}
Karbikes,Karbikes,42.866710638237876,2,CA du Grand Avignon,10:30,14:30,1576,,1,0,0,0,0,0,0,,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,{}
Maillon Mobility,Maillon Mobility,46.26272094402163,5,CA du Grand Avignon,10:00,17:00,1577,,0,0,0,1,0,0,0,,0,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,{}
Karbikes,Karbikes,25.655373401102906,2,CA du Grand Avignon,11:00,14:30,1578,,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,{}
Karbikes,Karbikes,30.166584496854952,3,CA du Grand Avignon,10:00,14:30,1579,,1,0,0,0,0,0,0,,0,1,1,1,0,1,1,0,,,,,,,,,,,Très positif,,,,,,,{}
Karbikes,Karbikes,19.022600156320646,1,CA du Grand Avignon,10:00,11:30,1580,,1,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,,,,,,,,,,,Négatif,,,,,,,{}
Maillon Mobility,Maillon Mobility,36.91000657576337,2,CA du Grand Avignon,11:00,14:30,1581,,0,0,0,1,0,0,0,,0,1,0,1,1,1,0,0,,,,,,,,,,,Très positif,,,,,,,{}
Karbikes,Karbikes,31.463804278039994,1,CA du Grand Avignon,10:00,12:00,1582,,1,0,0,1,0,0,0,,0,0,0,1,0,1,1,0,,,,,,,,,,,Positif,,,,,,,{}
Karbikes,Karbikes,18.919460289949274,3,CA du Grand Avignon,10:30,12:30,1583,,1,0,0,0,0,0,0,,0,1,0,1,0,1,0,0,,,,,,,,,,,Positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,27.33033982872318,3,CA du Grand Avignon,14:15,16:30,1584,,1,0,0,1,0,0,0,,0,0,0,1,0,1,0,0,,,,,,,,,,,Très positif,,,,,,,{}
Karbikes,Karbikes,29.661245649850564,3,CA du Grand Avignon,10:30,16:00,1585,,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,,,,,,,,,,,Positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,14.366876772828178,1,CA du Grand Avignon,10:00,12:00,1586,,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,,,,,,,,,,,Positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,29.264856636560605,3,CA du Grand Avignon,11:00,14:30,1587,,1,0,0,0,0,0,0,,0,1,1,1,0,1,1,0,,,,,,,,,,,Très positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,31.512912161681967,1,CA du Grand Avignon,09:45,12:08,1588,,1,0,0,0,0,0,0,,0,0,1,1,1,1,0,0,,,,,,,,,,,Très positif,,,,,,,{}
,Maillon Mobility,,1,CA du Grand Avignon,09:45,12:05,1589,,1,0,0,0,0,0,0,,0,1,0,1,0,1,0,0,,,,,,,,,,,Positif,,,,,,,{}
Karbikes,Karbikes,32.04709815398366,2,CA du Grand Avignon,11:30,14:30,1590,,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,,,,,,,Positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,39.45891936972478,4,CA du Grand Avignon,10:30,16:00,1591,,1,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,,,,,,,,,,,Très positif,,,,,,,{}
Karbikes,Karbikes,39.14872804419643,4,CA du Grand Avignon,10:30,15:30,1592,,1,0,0,0,0,0,0,,0,1,1,1,0,1,1,0,,,,,,,,,,,Positif,,,,,,,{}
Karbikes,Karbikes,30.669329619887215,6,CA du Grand Avignon,11:30,16:30,1593,,0,1,0,0,0,0,0,,0,1,0,1,0,0,0,0,,,,,,,,,,,Positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,30.04947426961894,7,CA du Grand Avignon,11:30,15:30,1594,,0,1,0,0,0,0,0,,0,0,0,1,0,1,0,0,,,,,,,,,,,Très positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,41.11888538825638,2,CA du Grand Avignon,10:00,14:00,1595,,1,0,0,0,0,0,0,,0,0,0,1,0,1,1,0,,,,,,,,,,,Positif,,,,,,,{}
Karbikes,Karbikes,28.810692616784348,2,CA du Grand Avignon,11:00,16:30,1596,,1,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,,,,,,,,,,,Positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,41.32252916926835,2,CA du Grand Avignon,10:00,14:40,1597,,1,0,0,0,0,0,0,,0,0,1,1,0,0,1,0,,,,,,,,,,,Positif,,,,,,,{}
,Maillon Mobility,,1,CA du Grand Avignon,09:45,14:45,1598,,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,,,,,,,,,,,Positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,16.41691278111966,2,CA du Grand Avignon,10:00,12:00,1599,,1,0,0,0,0,0,0,,0,0,0,1,0,0,1,0,,,,,,,,,,,Positif,,,,,,,{}
,Karbikes,,1,CA du Grand Avignon,09:30,11:45,1600,,1,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,,,,,,,,,,,Négatif,,,,,,,{}
Karbikes,Karbikes,11.347176253296997,1,CA du Grand Avignon,10:00,11:00,1601,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,,,,,,,,,,Négatif,,,,,,,{}
Maillon Mobility,Maillon Mobility,21.094827374231745,2,CA du Grand Avignon,10:00,13:00,1602,,1,0,0,0,0,0,0,,0,0,1,1,0,1,0,0,,,,,,,,,,,Très positif,,,,,,,{}
,Karbikes,,1,CA du Grand Avignon,10:00,12:30,1603,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,,,,,,,,,,,Négatif,,,,,,,{}
Maillon Mobility,Maillon Mobility,31.54317856564171,3,CA du Grand Avignon,11:00,15:00,1604,,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0,,,,,,,,,,,Très positif,,,,,,,{}
,Maillon Mobility,,1,CA du Grand Avignon,11:00,14:30,1605,,1,1,0,0,0,0,0,,0,0,0,1,0,1,1,0,,,,,,,,,,,Très positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,30.10626340233651,3,CA du Grand Avignon,10:10,12:30,1606,,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,,,,,,,Positif,,,,,,,{}
Karbikes,Karbikes,19.78667482282536,1,CA du Grand Avignon,10:30,12:00,1607,,1,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,,,,,,,,,,,Très positif,,,,,,,{}
Karbikes,Karbikes,0.19953771954707805,1,CA du Grand Avignon,10:30,10:40,1608,,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,,,,,,,,,,Très négatif,,,,,,,{}
Maillon Mobility,Maillon Mobility,24.575893564068167,3,CA du Grand Avignon,10:30,14:00,1609,,1,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,,,,,,,,,,,Très positif,,,,,,,{}
Karbikes,Karbikes,18.38284276061193,1,CA du Grand Avignon,10:00,12:00,1610,,0,1,0,0,0,0,0,,0,1,1,1,0,0,0,0,,,,,,,,,,,Très positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,30.003443023980466,2,CA du Grand Avignon,14:30,17:00,1611,,1,1,0,0,0,0,0,,0,1,1,1,0,1,1,0,,,,,,,,,,,Positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,36.40618175358415,3,CA du Grand Avignon,10:00,13:45,1612,,1,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,,,,,,,Négatif,,,,,,,{}
Maillon Mobility,Maillon Mobility,25.018306941364937,4,CA du Grand Avignon,11:00,15:15,1613,,1,0,0,0,0,0,0,,0,1,1,1,0,0,1,0,,,,,,,,,,,Très positif,,,,,,,{}
Karbikes,Karbikes,0.9217272973012993,2,CA du Grand Avignon,10:30,11:00,1614,,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,,,,,,,,,,Négatif,,,,,,,{}
,Karbikes,,1,CA du Grand Avignon,09:30,14:00,1615,,1,0,0,0,0,0,0,,0,1,0,1,0,1,0,0,,,,,,,,,,,Très positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,3.171095382815383,1,CA du Grand Avignon,10:20,10:50,1616,,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,,,,,,,,,,Très négatif,,,,,,,{}
,Maillon Mobility,,1,CA du Grand Avignon,10:30,14:30,1617,,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,,,,,,,,,Positif,,,,,,,{}
Karbikes,Karbikes,30.944098647956846,5,CA du Grand Avignon,09:30,16:00,1618,,0,1,1,0,0,0,0,,0,0,1,1,0,0,0,0,,,,,,,,,,,Positif,,,,,,,{}
Karbikes,Karbikes,14.013517190056701,1,CA du Grand Avignon,15:00,16:30,1619,,1,0,0,0,0,0,0,,0,1,0,1,0,1,0,0,,,,,,,,,,,Positif,,,,,,,{}
Karbikes,Karbikes,15.67414109797774,5,CA du Grand Avignon,11:30,16:30,1620,,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,,,,,,,,,,Négatif,,,,,,,{}
Maillon Mobility,Maillon Mobility,18.45301873187627,3,CA du Grand Avignon,10:45,15:00,1621,,1,0,0,0,0,0,0,,0,1,0,1,0,1,0,0,,,,,,,,,,,Positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,28.90697536794094,4,CA du Grand Avignon,15:00,16:00,1622,,1,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,,,,,,,,,,,Très positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,3.072376571770907,3,CA du Grand Avignon,19:00,19:30,1623,,1,0,0,0,0,0,0,,0,1,1,1,1,0,0,0,,,,,,,,,,,Très positif,,,,,,,{}
Karbikes,Karbikes,18.06956164376535,4,CA du Grand Avignon,12:00,12:15,1624,,0,0,1,0,0,0,0,,0,1,1,1,1,1,1,0,,,,,,,,,,,Très positif,,,,,,,{}
Karbikes,Karbikes,4.859752167696401,1,CA du Grand Avignon,12:00,12:30,1625,,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,,,,,,,,,,,Très positif,,,,,,,{}
,Karbikes,,1,CA du Grand Avignon,12:30,13:00,1626,,0,0,1,0,0,0,0,,0,0,0,1,1,1,0,0,,,,,,,,,,,Positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,30.983361834581157,3,CA du Grand Avignon,10:30,15:00,1627,,1,0,0,0,0,0,0,,0,1,1,1,1,0,1,0,,,,,,,,,,,Très positif,,,,,,,{}
Karbikes,Karbikes,5.5324226359846085,3,CA du Grand Avignon,10:30,10:40,1628,,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,,,,,,,,,,,Négatif,,,,,,,{}
,Maillon Mobility,,1,CA du Grand Avignon,10:30,15:00,1629,,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,,,,,,,,,,,Très positif,,,,,,,{}
Maillon Mobility,Maillon Mobility,1.285544723929042,1,CA du Grand Avignon,09:30,10:00,1630,,1,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,,,,,,,,,,,Positif,,,,,,,{}
Karbikes,Karbikes,31.4199712676934,3,CA du Grand Avignon,11:00,17:00,1631,,1,0,0,0,0,0,0,,0,0,0,1,0,1,0,1,,,,,,,,,,,Positif,,,,,,,{}
WEEZ,WEEZ,8.758098603460292,2,Centre Hospitalier de Niort,10:15,11:30,1632,,,,,,,,,Permanence Croix Rouge,,,,,,,,"Petit format qui se 
faufile partout",,,,,,,"Volant raide 
""Brasse"" beaucoup",,,,Négatif,,,,,,,{}
